,Unnamed: 0,speaker,dialogue,file,file_index,saha_page,saha_loc,hearing_type,location,file_num,date,split_dialogue,x,y,hdbscan_labels
home, he had gone to Zone 12 where he had gone to install a ceiling in a certain house.  At Ketisi's place there was a Granada, it's the big model.  As Chris was proceeding towards his customer's place these people approached him driving this Granada from Ketisi's place.  I think one of them was a member of the IFP.  His surname is Gubeka, but I've forgotten what his name is.  Just as he was approaching the gate this Granada accosted him.  There was Hunter inside.  There was Zanzi.  There was Temba.  I don't remember the last one.  Zanzi is the one who grabbed Chris and threw him into the car.  Somebody saw this happening, an eye witness.  It was at about 5 o'clock in the afternoon and during summer it's still very bright.  They took Chris into a certain yard, that is Ketisi's yard, that's where they parked the car.  As the car was still parked there somebody was sent to me to come and tell me that Chris was taken, as we had got the message before that they wanted to take Chris.  I went back home.  I also had a Colt Chrysler.  I drove - this Cold Chrysler was always spotted by the police but I will not explain as to why they wanted this car because the real matter here is about Chris.  When I arrived at home I told my mother that I wanted to go and see as to what was happening with Chris.  Just as I got to Ketisi's place it was the next street I came across Lucky Mboyana, he warned me not to go there because these people were fully armed.  I wanted to go and negotiate and find out as to why they had taken my brother.  I had not thought of them as being armed and they would want to kill me. I just wanted to know the reason behind the abduction of my brother.  I am really sorry that I had to mention Lucky Mboyana's name.  He prevented me from going there.  He said I should go to 
HRV/312 Vietnam/...
5
Vietnam to fetch some comrades that I knew.  According to my recollection Adrian Vlok at that time was the Minister of Justice, he asked that if there's anybody who is having arms should be reported to the police station.  I had decided that I should go to the police station and be a law-abiding citizen.  I went to the Houtkop Police station, when I got there to report that my brother had been abducted and he was at Ketisi's place the police told me that they were afraid to go there.  They told me that if I was talking about Ketisi, Ketisi was armed to the teeth and they did not want to tamper with him.  These were the policemen who were telling me this.  These policemen were on duty on a Saturday and if they could be identified I could be happy because they made me a laughing stock at the time when I went to report this to them.  I decided to go to the comrades at Vietnam but somehow I was confused because I knew that there was going to be violence.  Now I asked them as to what I was supposed to do because they were supposed to be the ones who were protecting the citizens.  They told me that Ketisi and his friends were fully armed. 
 The second thing they told me that they didn't know the number of the house.  They knew that it's just a house but I must bring the number to them.  Now I told them that if I go to seek the number I had to come back to the police station to furnish them with the number.  Now I went to look.  I saw the Granada at Ketisi's place.  You know your brother, even if it can be at night, I looked inside the Granada my brother was sitting inside and he was in the middle.  My intention was to look at the number of the house at Ketisi's place.  I was not able, because at that time when I was passing this Granada went out of the yard and 
HRV/312 tried/...
6
tried to follow me.  I took a turn at Xindi's Street, that is proceeding towards my own street. Zanzi was also staying at my street.  I saw the Granada following me.  I thought maybe they were taking Zanzi to his place.  They followed me and I went inside to tell my mother.  The Granada passed slowly as I went in.  At my place there's a big light and it's very bright.  As they turned in the Granada I saw my brother with my own eyes.  Maybe they had told him that he must come and bid us goodbye.  I was looking at my brother as he was inside the car.  I shall excuse myself because I've already mentioned the name of the person who was also involved who was in the car when my brother was being taken away. When this car took the turn towards the taxi rank I tried to rush out to go to my uncle and report.  My uncle is David Ncube.  I wanted him to phone the police and tell them that something had happened.   As I was going out the Granada chased me from Zone 7.  I was busy going around flicking to the police that they should help me because I was being chased by this Granada.  They never bothered to help me until I got to the police station, and when I got to the police station this car was following me and I didn't stop at the stop signs because I was scared for my life.  I thought that as the police had realised that there was a car chasing another one they should have made a follow-up.  But because it was known that it was a car that was sent to do its job that is why the police did not follow the car.  I got to the police station and at that time I was coming for the second time, I stopped and jumped into the police station and I said to the police I'm being chased.  They just looked at me as if I was mad. And at that time a third car came, that is the second car that was chasing me.  There HRV/312 were/...
7
were three men inside that car, they were armed with guns.  They did not leave their guns where they were supposed to leave them at the reception.  They came with their guns and they stood beside me whilst I was complaining to the police only to find it was the same group that was travelling with Ketisi and they wanted to know what I was saying to the police at that time.  The person I was with at the time warned me not to continue talking because these people had come to hear what I was going to say.  I don't know whether the police called a riot squad or if the police of Vanderbijl they called them to come and take me to Vanderbijl.  I told them that the car had just passed, it's heading to Boipatong with my brother.  They were insisting that they wanted to go back to Ketisi's place and they told me that I must keep quiet and I must listen to them.  I was not going to give them a directive as to what they should do as the policemen. The riot squad came.  They were travelling in two vans.  They said I should escort them to Ketisi's place.  We went to Ketisi's place.  I was just going there because I had no alternative.  I thought maybe it's the procedure.  When we got there I stopped my car at the corner so that they might go alone.  They surrounded the house and it was pointless for them to have done that because Ketisi and my brother were not there as well as his group.  They got in there and they tried to investigate as to where Ketisi was. They said they don't know where Ketisi had gone to and they told me to go and sleep because these people were not there and they said I should come back the following day at the police station.  I reported this to my mother and I told my mother that the police refused to help me.  I went to sleep. At the time I was the Chairman of the HRV/312 Child/...
8
Child Welfare Tusonang(?) in Sebokeng, there was a meeting the following day that I had to attend.  When I was still in that meeting there's another gentleman with whom I was staying at Zone 10.  When he got in I could see it in his face that he was going to report to me that my brother had died but that did not surprise me because I was expecting it at any time.  When he got to me he said he had come to fetch me I should go home.  
 When I got home I got my mother as well as my aunt.  They had already got a message that Ketisi, that Chris was found at a dumping site in Boipatong.  Well that did not really surprise me because that is the direction they headed for when they had taken Chris.  I decided not to follow them in this because I felt that probably my mother could lose me also.  We got Chris at the dumping site.  He was tied, his throat was tied with a wire and this wire was twisted with a pair of pliers.  People saw him in the morning they could only identify him with his ANC card that he used to carry with.",../data/data_saha\human_rights_violation_hearings\sebokeng\55879.json,9,https://sabctrc.saha.org.za/documents/hrvtrans/sebokeng/55879.htm,13,Human Rights Violation Hearings,Sebokeng,55879,1996-08-06,"  Just as I got to Ketisi's place it was the next street I came across Lucky Mboyana, he warned me not to go there because these people were fully armed  I wanted to go and negotiate and find out as to why they had taken my brother  I had not thought of them as being armed and they would want to kill me I just wanted to know the reason behind the abduction of my brother",8.769493,4.0922546,-1
591166,524504,TESTIMONY_GIVER:,  They first killed my brother at work.  They killed him at the stop.  From there they went to attack my mother and my father.  They killed both of them.,../data/data_saha\human_rights_violation_hearings\durban\56207.json,13,https://sabctrc.saha.org.za/documents/hrvtrans/durban/56207.htm,17,Human Rights Violation Hearings,Durban,56207,1996-05-10,nan,-13.482202,6.5278425,2
475789,424952,JOHNSON THEMBA NCUBE,"In which year, Sir?",../data/data_saha\amnesty_hearings\potchefstroom\54856.json,872,https://sabctrc.saha.org.za/documents/amntrans/potchefstroom/54856.htm,1071,Amnesty Hearings,Potchefstroom,54856,UNKNOWN,"In which year, Sir",13.673924,3.7243156,-1
495934,442979,BERNARD MAKGABO NGOEPE,You destroy your chances on appeal.,../data/data_saha\amnesty_hearings\pretoria\54901.json,1091,https://sabctrc.saha.org.za/documents/amntrans/pretoria/54901.htm,1330,Amnesty Hearings,Pretoria,54901,UNKNOWN,You destroy your chances on appeal,6.9338503,6.913558,1129
173260,155743,LAWRIE WASSERMAN,"Well, Mr Taylor informed me that I must accompany Lembede, he would take us to a  place where the job could be done.  My exact role, I presume was just to accompany Lembede as another Durban person, on this operation.",../data/data_saha\amnesty_hearings\durban\52960.json,391,https://sabctrc.saha.org.za/documents/amntrans/durban/52960.htm,418,Amnesty Hearings,Durban,52960,1998-11-10,"Well, Mr Taylor informed me that I must accompany Lembede, he would take us to a  place where the job could be done  My exact role, I presume was just to accompany Lembede as another Durban person, on this operation",8.085526,6.4117327,-1
522581,466960,MR STOFILE,Do you know Mr Myeki?,../data/data_saha\amnesty_hearings\umtata\54111.json,1084,https://sabctrc.saha.org.za/documents/amntrans/umtata/54111.htm,1127,Amnesty Hearings,Umtata,54111,2000-03-28,Do you know Mr Myeki,11.084046,5.182228,-1
147648,132447,JOHANNES LODEWIKUS GRIEBENAUW,"Certainly, that was so from my earliest days and the first time I heard this was in the time of General Hendrik van der Berg when he was head of the security police.",../data/data_saha\amnesty_hearings\cape_town\54671.json,470,https://sabctrc.saha.org.za/documents/amntrans/cape_town/54671.htm,593,Amnesty Hearings,Cape Town,54671,1997-10-20,"Certainly, that was so from my earliest days and the first time I heard this was in the time of General Hendrik van der Berg when he was head of the security police",8.602351,5.2328415,1607
394655,353443,UNKNOWN,"Just for completeness sake then the objectors on behalf of which I appear will also state that they did not have any firearms with them on that day and that they did not carry out any attack on Shell House or the ANC guards.
NO FURTHER QUESTIONS BY MR VAN WYK",../data/data_saha\amnesty_hearings\johannesburg\54743.json,1330,https://sabctrc.saha.org.za/documents/amntrans/johannesburg/54743.htm,1380,Amnesty Hearings,Johannesburg,54743,1998-05-14,"Just for completeness sake then the objectors on behalf of which I appear will also state that they did not have any firearms with them on that day and that they did not carry out any attack on Shell House or the ANC guards
NO FURTHER QUESTIONS BY MR VAN WYK",8.718472,1.9800998,566
700866,599697,KHOLEKA PATRICIA MANYAMALALA,"Thank you for being here today.  My name is Kholeka Patricia Manyamalala, I am a lady teacher in Hector Pietersen.  My husband is Thandabantu Manyamalala, we got married in 1977.  We were in Transkei by the time, we got married in Kokstad on the 25th of September 1977.  We had three children.  Two girls and a boy.  In Transkei Thandabantu was a public prosecutor.  Due to certain circumstances we decided to come to Johannesburg to join our family, the Manyamalala family, because most of the family
SOWETO HEARING TRC/GAUTENG
2 K P MANYAMALALA
members of Manyamalala are in Gauteng.  When we arrived here he was working for Stannic.  He didn't work there for a long time. He was working for the SABC.  He used to like going to church, his congregation was Presbyterian Church Southern Africa. He was an elder there.  
 In the beginning of my story of his death.  On the 8th of September 1991, it was on a Sunday evening, Sunday evening.  I wasn't at home, because we are staying in Fullers in Kagiso. He was left at home with our younger child who is four years old. I was with the other one, the second born.  The eldest one was in Kokstad boarding school.   The people came to fetch me, the family members, telling me that my husband had died.  The manner of his death, when the people told me, the person who was with him and from the information that I got from the newspapers, as I have already told you. I will go back again a little bit.   He used to like his church. He was an elder in the Presbyterian Church.  By that time the shacks in Muchanga Village were burnt, people didn't have a place to stay.  Even right in church there were people who needed some assistance. On that particular day when he was from church, he was with another woman to fetch that woman's property.  He was going to take his furniture to a place where he got a place to stay. When they were on their way on that particular day, there was a rally in Jabulani Amphiteatre, an IFP rally.  It is said that while he was driving from Fuller down to Crossroads, the people who were in that particular rally, the IFP people, it was already in the evening, the rally was over.  They were escorted by the police, police Casspirs.  As they were driving down to Crossroads, they saw a group of people in Crossroads, people SOWETO HEARING TRC/GAUTENG
3 K P MANYAMALALA
of this rally.  They were approaching this group of people from the rally when they were next to (indistinct), he just decided to make a U-turn to go back to avoid the group of people who were approaching. Unfortunately there were other people who were already out of his group which was being escorted by the police.  They were from Shangu Village, the direction of Shangu Village.  They shot at her. He couldn't get control over the car and the car came to a standstill.  They were there already, within a short time, a group of people were there.  Four them, or the men who were there, it is said that they are the people who killed him. When he stopped the car, they pelted the car with stones.  They opened the door of the car, they took him out of the car.  When I was identifying him in the mortuary, he was hit by a knobkierie on his forehead and his clothes that he was wearing.  He had a lot of wounds. There was another one that I think it was the worst wound, which was on his ribs.  I don't even know whether it was a spear or if it was a knife. There was no bullet wound.  You could see that they used spears or knives to stab him.  What is hurting, when I was reading the newspapers, because this thing was published in the Nation newspaper and in the Sowetan. When I - and from the witness also that had the information.  Fortunately there were journalists from Sowetan who were following the car who actually saw everything. It is said that those people, the people who were in that mob, in that group of people from the rally, or IFP people, they managed to stop the car and drag him out of the car and beat him and stabbed him.  But all that time police couldn't come to his rescue. 
 Secondly, the people who were doing all those things, it is obvious that they had weapons, because he had stab
SOWETO HEARING TRC/GAUTENG
4 K P MANYAMALALA
wounds.  They could take those people and with their weapons and arrest them, but unfortunately they didn't do that.   After that the police Casspirs, as I was told, the police were in those Casspirs.  They spread tear-gas to disperse the mob.  A lot of people died in Crossroads and Mfulu on that particular day.  Because these people, the IFP people were killing randomly.  It was a Sunday evening, people were coming from their churches and others were coming from their community societies.  But there was - the help was not sufficient because the people died.  
 When I was told this in Kagiso, I was very shocked. It was the time that people were being killed in large numbers by the IFP.
 After the funeral I tried to make a statement in Protea police station.  When I arrived there, I was not satisfied the way they treated me.  Because we were told, even my relatives were also told, that all those cases of that particular day, they are still investigating them.  There is no evidence which is enough, which was enough.  I waited that maybe I will get a letter or something which will be summoning me to the case from the police station or whatever.  But till today I never got anything. There was no evidence. I don't have knowledge, I am still in the dark.",../data/data_saha\human_rights_violation_hearings\soweto\55920.json,5,https://sabctrc.saha.org.za/documents/hrvtrans/soweto/55920.htm,7,Human Rights Violation Hearings,Soweto,55920,1996-07-26,"  When we arrived here he was working for Stannic  He didn't work there for a long time He was working for the SABC  He used to like going to church, his congregation was Presbyterian Church Southern Africa",8.313405,6.2289267,-1
236174,213700,MR LAX,"Well almost due east actually I suppose and it's at least an hour, depending on the road at the time, an hour and hour and fifteen minutes probably by vehicle.",../data/data_saha\amnesty_hearings\durban\53818.json,53,https://sabctrc.saha.org.za/documents/amntrans/durban/53818.htm,60,Amnesty Hearings,Durban,53818,1999-10-18,"Well almost due east actually I suppose and it's at least an hour, depending on the road at the time, an hour and hour and fifteen minutes probably by vehicle",11.086173,2.4145503,-1
789361,662499,CHAIRPERSON,"Thank you very much.  Thank you very, very much gentlemen.  I was going to say you should stand down but because the third of your trio is not here and it may just be, certainly I think you Snr Supt Moodley it would probably be better if all three of your clients were here at the same time when we ask Mr Hesslinga to turn up on Wednesday.",../data/data_saha\special_hearings\mandela_united_football_club_hearings\56338.json,597,https://sabctrc.saha.org.za/documents/special/mandela/56338.htm,667,Special Hearings,Mandela United Football Club Hearings,56338,1997-11-24,"Thank you very much  Thank you very, very much gentlemen  I was going to say you should stand down but because the third of your trio is not here and it may just be, certainly I think you Snr Supt Moodley it would probably be better if all three of your clients were here at the same time when we ask Mr Hesslinga to turn up on Wednesday",8.318532,9.175622,-1
735270,622954,JOHAN RUPERT,"I'm afraid that patronage and the interaction and begging for favouritism exists all over the world, even in modern democracies like the United States where you have rent a beds in the White House.
 So, I agree.  The question is how to contain it.  I think the real - you're right - the broad Afrikaner, people that speaks Afrikaans, yes, absolutely still identify.
 The - how can it be stopped?  Transparency.  If things are transparent, then the population can decide whether it's warrant at favouritism or not.
 We - I believe that there's a fear amongst Whites today that because of what they see and believe that they've done in the past;  the same will be done to them.  That is a fear.  There is a fear of reverse Apartheid coming.
 Now, it will have to be addressed, because the replacement of financial capital that was referred to by the BMF and that I agree with;  that is more easily done. 
 The replacement of intellectual capital when people actually leave with their brains, is far harder to replace.  So I think to get back, patronage will exist if there's total transparency.  Then the voters can decide whether they'll tolerate it or not.",../data/data_saha\special_hearings\business_hearings\56248.json,121,https://sabctrc.saha.org.za/documents/special/business/56248.htm,574,Special Hearings,Business Hearings,56248,1997-11-12,"
 The - how can it be stopped  Transparency  If things are transparent, then the population can decide whether it's warrant at favouritism or not
 We - I believe that there's a fear amongst Whites today that because of what they see and believe that they've done in the past;  the same will be done to them",8.955556,6.6690726,-1
229710,207887,ROBERT JOHN MCBRIDE,"Well, I required a driver of one car to secure a spot as close as possible to the target, that is the Why Not bar, and the person I chose was Greta Apelgren.",../data/data_saha\amnesty_hearings\durban\53739.json,585,https://sabctrc.saha.org.za/documents/amntrans/durban/53739.htm,711,Amnesty Hearings,Durban,53739,1999-10-05,"Well, I required a driver of one car to secure a spot as close as possible to the target, that is the Why Not bar, and the person I chose was Greta Apelgren",10.164421,2.3421803,1384
260445,235817,MR STUART,"Mr Luthuli, is it right that you are a descendant of Chief Albert Luthuli?",../data/data_saha\amnesty_hearings\durban\54690.json,52,https://sabctrc.saha.org.za/documents/amntrans/durban/54690.htm,88,Amnesty Hearings,Durban,54690,1998-04-07,"Mr Luthuli, is it right that you are a descendant of Chief Albert Luthuli",9.315405,7.1570473,-1
335779,301963,MR WAGNER,"What was still required to cause the explosion, apart from the triggering of the remote control the, what else was still required and I'm referring now to the moment when you parked your car between six and seven in the morning outside the Court?",../data/data_saha\amnesty_hearings\johannesburg\52789.json,176,https://sabctrc.saha.org.za/documents/amntrans/johannesburg/52789.htm,182,Amnesty Hearings,Johannesburg,52789,1998-08-05,"What was still required to cause the explosion, apart from the triggering of the remote control the, what else was still required and I'm referring now to the moment when you parked your car between six and seven in the morning outside the Court",9.449845,1.2688411,572
141527,127031,WESTERN CAPE,,../data/data_saha\amnesty_hearings\cape_town\54665.json,1107,https://sabctrc.saha.org.za/documents/amntrans/cape_town/54665.htm,4084,Amnesty Hearings,Cape Town,54665,1997-10-31,nan,-13.699084,6.601999,2
428625,383442,CONRAD NKUNA,That was the ANC and they were collaborating with the then Government.,../data/data_saha\amnesty_hearings\nelspruit\54763.json,174,https://sabctrc.saha.org.za/documents/amntrans/nelspruit/54763.htm,205,Amnesty Hearings,Nelspruit,54763,1997-06-11,That was the ANC and they were collaborating with the then Government,10.1104355,7.4279985,1003
747576,631639,MR VALLY,"That is it, that is all he told you?",../data/data_saha\special_hearings\chemical_and_biological_warfare_hearings\56264.json,1236,https://sabctrc.saha.org.za/documents/special/cbw/56264.htm,1278,Special Hearings,Chemical And Biological Warfare Hearings,56264,1998-07-07,"That is it, that is all he told you",13.51723,5.9894705,-1
642429,560968,TESTIMONY_GIVER:,"  Thank you.  The station commander of the time used to visit me at the cell.  He was visiting me, he wanted to convince me to leave what I was doing, to join the force, the police force.  I informed him that I was not interested in politics, and he explained the history of my father, which I doubt he knew at all.  Now I remember one night in July - I don't remember the date because it was during this 90 days of detention.  That is where they undressed me and they grabbed me by my penis and they put - the took the mattress off the bed and they tied me on the bed with the handcuffs and they chained my legs too.  I remember at all times my legs were spread.  I did not even have an underwear because I was really naked.  There was an equipment applied to my private parts.  I do not remember what I told them that day, because when I woke up I was unchained, I was lying on the floor naked as I was, and they asked me, ""Do you still refuse that you went to that place for training and firearms?"" and I negated that, because it is true I didn't go for any training, I wanted to learn as any other school child.  That night I was taken - that was after they have electrocuted me I was taken to a bridge called Henniston Bridge.  This is a bridge between Orange Free State and the Cape, and it has got the Orange River.  I do not know, but I read that that is the highest bridge in South Africa.  There was a bag where they put letters by the post office people.  I was assaulted by those people.  I was put inside this bag and then it was tightened.  I never thought that that bag can afford to carry a person as tall as myself.  You know, I was standing and this bag reached my head.  There was a van.  I can't remember the name they used to give to that van, but we used to call it a 4x4.  It was a Mercedes Benz van, and at the front it has got a chain.  It is used to pull.  That is where they held me, and I was put down into the river, the Orange River.  They put me the third time, and when they put me down for the fourth time that is when I felt that they were now putting me in the water.  I prayed to my God.  I said, ""God, if I don't have any chance to unchain myself please help me,"" because I was chained behind my back.  I was still naked, and they pulled me out.  That was the fifth time, if not the sixth time.  They put me on top of the bridge and they were asking me, ""Don't you want to tell the truth still?""  Policemen who were there they were white policemen who I cannot remember, and where they came from, but I think they were members of the Special Branch from Bloemfontein.  Now, the black people were there.  Sergeant Mpakathi was there.  He was a sergeant at that time.  Sergeant Simano was there.  He was already a sergeant at that time.  And the other one was Pitso's father.  We called him Mthathaki Pitso.  Then his surname is Moghele.  They tried to assault me, and they wanted to convince me that my life at home can change because my mother was the only breadwinner.  My brother and my sister were already in their homes.  They were married.  During the torture I came to a conclusion.  If I have to struggle this way and let my mother struggle I'd better die in their hands.  Now, I took a decision to run for my life, and run into the river, down the cliff, and die.  This was not an easy decision.  My body was hurting.  All my body was hurting.  And I tried to do just that decision.  I ran, and at the end of the bridge, when I was just about to hold the bridge to jump, Sergeant Mpakathi was on my heels and he pulled me off.  I don't know what he used, but he used his hands.  Whether fists or not I do not know.  He asked me what was my intention.  I told him that I wanted to kill myself because I do not know what truth do they want from me because I gave them the only truth.  Because it was not yet the end of my detention they took me back to the cell.  I stayed in the cell for a few days.  That was before I was taken to Dr Buys.  I requested help from Dr Buys because I was not eating any more in the cell, and I said I wanted to see a doctor.  I requested help.  I wanted him to examine me thoroughly.  He gave me medication and tablets, which I was supposed to take immediately.  When I arrived in the cell I could not walk.  Now, the prison warder was now escorting me into the cell.  After some time this medication was really working in me.  I sat in the cell.  I woke up, and when I woke up the food was next to me.  I could not hold myself because I was so hungry, because this was now the fifth day without food.  I ate that food, and after two days I was taken to the other political prisoners.  This went on for some time, but I liked one thing, you know, I got a chance to study in the cell, and that was the only time I used to study, and I passed in 1988.  In 1989, when I was doing matric ... (inaudible - end of Side A, Tape 5) ... was my mother.  My mother could not bear the burden any more, because I was a trouble and the police were the trouble.  I know I troubled her because I was her child, but now the trouble from the police was an extra burden.  As a parent she was not supposed to have been treated that way.  She was supposed to be a well-respected person.  And in 1989 in February I was taken under the state of emergency and I was taken to a farm and I was put in the water.  I do not remember whether did they have any kind of an animal with them, but I remember when I got out of the water that is where a cat was put.  Every time when I was hit I had this problem of passing out.  On that day I had an underwear with me.  Luckily, because I was not cuffed, they put a cat.  Because I was cold and I was folding my body they put the cat behind me, and it stayed on my back.  I tried to fight it, but luckily I killed it while inside this sack.  When I got out of the bag I had to go back into that water, the water in the dam.  It was a muddy area, but I could not - I could not run away from that mud.  I had to walk on the mud, but luckily I fainted and some of them pulled me out quickly.  I remember this water was deep to my - just below my breast, my chest.  I do not remember whether I fell on my back or I fell on my face. (Inaudible) ... farm that you spoke about?   ---   If I explain it I think it's on the way to Smithfield.  That is from Bethulie.  Today I still suspect that one of the two farms is the one where I was taken to, because the dams on those two farms are alike, they are the same.",../data/data_saha\human_rights_violation_hearings\ladybrand\56231.json,482,https://sabctrc.saha.org.za/documents/hrvtrans/ladybrand/56231.htm,492,Human Rights Violation Hearings,Ladybrand,56231,1997-06-24,"  My mother could not bear the burden any more, because I was a trouble and the police were the trouble  I know I troubled her because I was her child, but now the trouble from the police was an extra burden  As a parent she was not supposed to have been treated that way  She was supposed to be a well-respected person",9.303306,3.8591824,1674
698942,598647,COMMISSIONER,"Utata you say that after you fell and somebody said to you keep your head down, you also heard policemen coming around and saying - and finishing some people off.  Can you please tell us what you mean by that.",../data/data_saha\human_rights_violation_hearings\sebokeng\55901.json,16,https://sabctrc.saha.org.za/documents/hrvtrans/sebokeng/55901.htm,23,Human Rights Violation Hearings,Sebokeng,55901,1996-08-05,"Utata you say that after you fell and somebody said to you keep your head down, you also heard policemen coming around and saying - and finishing some people off  Can you please tell us what you mean by that",8.4965725,3.8427835,-1
